,State,Year,Month,Day,Total_Cases,Total_Deaths,Total_Positives,Total_Negatives,Vaccine_Dist,Vaccine_Admin,Vaccine_Int,Vaccine_Complete,Add_Dose,Monthly Cases,Monthly Deaths,Monthly Positive,Monthly Negatives,Monthly Vaccine Completed
652,WI,2021,2,28,616780.0,7019.0,683429.0,7022053.0,1588665.0,1470570.0,958333.0,0.0,0.0,25240.0,582.0,23389.0,710124.0,0.0
653,WI,2021,3,31,635650.0,7316.0,702168.0,7737252.0,3355325.0,2905410.0,1850625.0,1079684.0,0.0,18870.0,297.0,18739.0,715199.0,1079684.0
654,WI,2021,4,30,660062.0,7550.0,726708.0,8368747.0,5241375.0,4644336.0,2656544.0,2054388.0,0.0,24412.0,234.0,24540.0,631495.0,974704.0
655,WI,2021,5,31,674030.0,7856.0,739614.0,8797362.0,5934385.0,5481395.0,2976930.0,2594334.0,0.0,13968.0,306.0,12906.0,428615.0,539946.0
656,WI,2021,6,30,677233.0,8128.0,742908.0,9089860.0,6111245.0,5906485.0,3122615.0,2879461.0,0.0,3203.0,272.0,3294.0,292498.0,285127.0
657,WI,2021,7,31,686782.0,8290.0,754742.0,9353276.0,6393985.0,6163565.0,3239235.0,3015017.0,0.0,9549.0,162.0,11834.0,263416.0,135556.0
658,WI,2021,8,31,733557.0,8462.0,801822.0,9868700.0,6955945.0,6469278.0,3412329.0,3142587.0,0.0,46775.0,172.0,47080.0,515424.0,127570.0
659,WI,2021,9,30,809782.0,8888.0,881572.0,10684444.0,7379855.0,6789307.0,3547981.0,3286121.0,0.0,76225.0,426.0,79750.0,815744.0,143534.0
660,WI,2021,10,31,882018.0,9416.0,947685.0,11377869.0,8346235.0,7374991.0,3652087.0,3395756.0,452424.0,72236.0,528.0,66113.0,693425.0,109635.0
661,WI,2021,11,30,980261.0,10006.0,1034227.0,12024406.0,9291735.0,8194809.0,3832519.0,3464470.0,1008230.0,98243.0,590.0,86542.0,646537.0,68714.0
662,WI,2021,12,31,1120069.0,11173.0,1183301.0,12789092.0,10097975.0,9144132.0,3978452.0,3611878.0,1619261.0,139808.0,1167.0,149074.0,764686.0,147408.0
663,WV,2020,12,31,85334.0,1338.0,109986.0,1566526.0,103375.0,52837.0,0.0,0.0,0.0,-1034735.0,-9835.0,-1073315.0,-11222566.0,-3611878.0
664,WV,2021,1,31,121001.0,2024.0,153130.0,1929358.0,305200.0,259774.0,0.0,0.0,0.0,35667.0,686.0,43144.0,362832.0,0.0
665,WV,2021,2,28,131855.0,2300.0,164651.0,2105854.0,605255.0,532295.0,317008.0,0.0,0.0,10854.0,276.0,11521.0,176496.0,0.0
666,WV,2021,3,31,141738.0,2676.0,174761.0,2285964.0,1136405.0,874459.0,537000.0,336742.0,0.0,9883.0,376.0,10110.0,180110.0,336742.0
667,WV,2021,4,30,153128.0,2679.0,187427.0,2454494.0,1649555.0,1173419.0,641217.0,543800.0,0.0,11390.0,3.0,12666.0,168530.0,207058.0
668,WV,2021,5,31,161287.0,2792.0,195529.0,2578505.0,1836245.0,1315912.0,729304.0,609868.0,0.0,8159.0,113.0,8102.0,124011.0,66068.0
669,WV,2021,6,30,164041.0,2891.0,197805.0,2658313.0,1889805.0,1417620.0,781983.0,666545.0,0.0,2754.0,99.0,2276.0,79808.0,56677.0
670,WV,2021,7,31,167016.0,2946.0,201320.0,2741547.0,1977205.0,1487736.0,825244.0,699786.0,0.0,2975.0,55.0,3515.0,83234.0,33241.0
671,WV,2021,8,31,189690.0,3084.0,224970.0,2936126.0,2561775.0,1514115.0,843679.0,710603.0,0.0,22674.0,138.0,23650.0,194579.0,10817.0
672,WV,2021,9,30,240459.0,3670.0,276913.0,3269657.0,2974635.0,1549965.0,863354.0,724405.0,0.0,50769.0,586.0,51943.0,333531.0,13802.0
673,WV,2021,10,31,272532.0,4426.0,307810.0,3517523.0,3176695.0,1590905.0,878045.0,735450.0,45091.0,32073.0,756.0,30897.0,247866.0,11045.0
674,WV,2021,11,30,294794.0,4868.0,330261.0,3712135.0,3379485.0,1690860.0,966272.0,744500.0,57842.0,22262.0,442.0,22451.0,194612.0,9050.0
675,WV,2021,12,31,328162.0,5336.0,367090.0,3948163.0,3344675.0,2496290.0,1110902.0,987665.0,372915.0,33368.0,468.0,36829.0,236028.0,243165.0
676,WY,2020,12,31,44409.0,438.0,39744.0,485775.0,28125.0,4763.0,0.0,0.0,0.0,-283753.0,-4898.0,-327346.0,-3462388.0,-987665.0
677,WY,2021,1,31,51912.0,596.0,45540.0,564952.0,85750.0,57023.0,0.0,0.0,0.0,7503.0,158.0,5796.0,79177.0,0.0
678,WY,2021,2,28,54394.0,671.0,47337.0,614184.0,195855.0,156397.0,99849.0,0.0,0.0,2482.0,75.0,1797.0,49232.0,0.0
679,WY,2021,3,31,56310.0,700.0,49355.0,672609.0,378565.0,262406.0,156910.0,105052.0,0.0,1916.0,29.0,2018.0,58425.0,105052.0
680,WY,2021,4,30,58142.0,707.0,50928.0,712795.0,479485.0,356057.0,196453.0,160656.0,0.0,1832.0,7.0,1573.0,40186.0,55604.0
681,WY,2021,5,31,60144.0,719.0,52433.0,743960.0,505565.0,395629.0,214398.0,184222.0,0.0,2002.0,12.0,1505.0,31165.0,23566.0
682,WY,2021,6,30,62290.0,747.0,53765.0,772022.0,516025.0,421749.0,226911.0,198958.0,0.0,2146.0,28.0,1332.0,28062.0,14736.0
683,WY,2021,7,31,65127.0,776.0,55741.0,806073.0,529845.0,447473.0,241610.0,212230.0,0.0,2837.0,29.0,1976.0,34051.0,13272.0
684,WY,2021,8,31,75136.0,858.0,62119.0,865487.0,586155.0,478281.0,262132.0,223590.0,0.0,10009.0,82.0,6378.0,59414.0,11360.0
685,WY,2021,9,30,90602.0,996.0,72700.0,949582.0,658215.0,520777.0,280635.0,240814.0,0.0,15466.0,138.0,10581.0,84095.0,17224.0
686,WY,2021,10,31,102926.0,1174.0,80967.0,1018071.0,742965.0,569168.0,294284.0,254028.0,30404.0,12324.0,178.0,8267.0,68489.0,13214.0
687,WY,2021,11,30,111089.0,1428.0,85935.0,1076917.0,813665.0,632809.0,310481.0,263763.0,69165.0,8163.0,254.0,4968.0,58846.0,9735.0
688,WY,2021,12,31,115638.0,1526.0,89862.0,1130099.0,846205.0,686161.0,323709.0,275369.0,99199.0,4549.0,98.0,3927.0,53182.0,11606.0
